seed,env_init,schedule,observer,converged,attractor,time_to_sync,sym_var_final,misID_snap,misID_half,misID_post,nll_half,brier_half,switch_rate,acf1,acf2,acf5,mis_acf1,turning_rate,period2_score,spec_peak_freq,spec_peak_share,final_S_A,final_S_B,final_S_C
29,8_8_8,seq_ABC,memoryless,1,S=8,48,0.000000,0.580000,0.546667,0.333333,1.512260,0.698455,0.489796,0.528116,0.502039,0.235052,0.046388,0.250000,0.250000,0.026667,0.392781,8,8,8
30,8_8_8,seq_ABC,memoryless,0,no_conv,,0.666667,0.653333,0.586667,,1.491237,0.684776,0.496599,0.236847,0.085855,0.101855,0.067029,0.229167,0.222222,0.033333,0.165616,7,6,8
31,8_8_8,seq_ABC,memoryless,0,no_conv,,0.888889,0.640000,0.613333,,1.588948,0.703708,0.482993,0.265335,0.041738,-0.193822,-0.040776,0.222222,0.222222,0.113333,0.125212,6,8,8
32,8_8_8,seq_ABC,memoryless,0,no_conv,,0.888889,0.640000,0.666667,,1.682414,0.732962,0.428571,0.104217,0.048041,-0.015759,-0.089325,0.180556,0.173611,0.166667,0.164107,6,8,8
33,8_8_8,seq_ABC,memoryless,0,no_conv,,0.222222,0.586667,0.546667,,1.509461,0.656807,0.428571,0.380353,0.215549,-0.011815,-0.091092,0.145833,0.138889,0.233333,0.235515,8,7,7
34,8_8_8,seq_ABC,memoryless,1,S=8,49,0.000000,0.700000,0.680000,0.000000,1.753760,0.759187,0.510204,0.378868,0.278116,0.092082,0.004573,0.194444,0.180556,0.053333,0.242494,8,8,8
35,8_8_8,seq_ABC,memoryless,1,S=8,49,0.000000,0.626667,0.600000,0.333333,1.623933,0.704985,0.503401,0.443611,0.299655,-0.119848,0.039438,0.201389,0.194444,0.060000,0.171211,8,8,8
36,8_8_8,seq_ABC,memoryless,0,no_conv,,0.222222,0.640000,0.706667,,1.648057,0.747295,0.482993,0.401125,0.134952,-0.094796,0.025011,0.159722,0.152778,0.120000,0.208884,8,7,8
37,8_8_8,seq_ABC,memoryless,0,no_conv,,0.222222,0.586667,0.613333,,1.533917,0.690455,0.380952,0.016400,-0.022546,0.160470,0.015422,0.180556,0.180556,0.193333,0.163629,7,8,8
38,8_8_8,seq_ABC,memoryless,0,no_conv,,0.888889,0.606667,0.586667,,1.649094,0.706681,0.448980,0.198529,0.116649,-0.141015,0.097250,0.222222,0.215278,0.060000,0.154578,6,8,8
39,8_8_8,seq_ABC,memoryless,0,no_conv,,0.222222,0.633333,0.573333,,1.506415,0.681618,0.435374,0.354524,0.238612,0.035708,-0.003110,0.187500,0.187500,0.053333,0.183672,7,8,8
40,8_8_8,seq_ABC,memoryless,0,no_conv,,0.888889,0.613333,0.600000,,1.720512,0.731238,0.557823,0.314298,0.242760,-0.138634,-0.089008,0.256944,0.250000,0.066667,0.194158,8,6,8
41,8_8_8,seq_ABC,memoryless,0,no_conv,,0.222222,0.586667,0.600000,,1.611235,0.691365,0.380952,0.064963,0.018348,-0.046197,-0.230795,0.166667,0.166667,0.180000,0.145507,8,7,8
42,8_8_8,seq_ABC,memoryless,0,no_conv,,1.555556,0.666667,0.733333,,1.772038,0.774227,0.510204,0.348971,0.270479,0.048201,0.047561,0.236111,0.222222,0.173333,0.206975,8,7,5
43,8_8_8,seq_ABC,memoryless,0,no_conv,,0.888889,0.593333,0.600000,,1.694852,0.733552,0.489796,0.548525,0.290511,-0.091019,-0.048270,0.131944,0.125000,0.080000,0.217550,8,6,8
44,8_8_8,seq_ABC,memoryless,1,other_conv,49,0.000000,0.640000,0.626667,1.000000,1.651906,0.713689,0.455782,0.211062,0.023659,0.107911,0.089327,0.152778,0.145833,0.160000,0.136004,7,7,7
45,8_8_8,seq_ABC,memoryless,1,S=8,49,0.000000,0.606667,0.613333,0.333333,1.681300,0.725047,0.489796,0.375576,0.252593,0.090639,-0.043261,0.215278,0.215278,0.093333,0.193140,8,8,8
46,8_8_8,seq_ABC,memoryless,0,no_conv,,2.000000,0.713333,0.746667,,1.724025,0.753039,0.469388,0.238019,0.170754,-0.034241,0.114201,0.215278,0.201389,0.073333,0.156408,5,8,5
47,8_8_8,seq_ABC,memoryless,1,S=8,45,0.000000,0.613333,0.653333,0.600000,1.691743,0.732733,0.537415,0.541097,0.414929,0.059736,-0.081223,0.243056,0.229167,0.040000,0.203158,8,8,8
48,8_8_8,seq_ABC,memoryless,0,no_conv,,2.000000,0.600000,0.626667,,1.799697,0.774596,0.551020,0.504857,0.206654,0.178716,-0.045151,0.180556,0.180556,0.073333,0.275889,5,8,8
49,8_8_8,seq_ABC,memoryless,0,no_conv,,1.555556,0.633333,0.600000,,1.505289,0.677587,0.476190,0.526127,0.345005,0.094987,0.060443,0.180556,0.173611,0.060000,0.204755,5,8,7
50,8_8_8,seq_ABC,memoryless,0,no_conv,,0.666667,0.626667,0.640000,,1.845511,0.794430,0.585034,0.423307,0.161736,-0.088393,-0.084296,0.222222,0.208333,0.060000,0.208675,7,8,6
51,8_8_8,seq_ABC,memoryless,0,no_conv,,0.222222,0.653333,0.626667,,1.572589,0.707781,0.537415,0.242089,0.151368,0.020094,0.078711,0.263889,0.263889,0.100000,0.145538,8,7,8
52,8_8_8,seq_ABC,memoryless,0,no_conv,,0.222222,0.666667,0.706667,,1.866345,0.795234,0.537415,0.435087,0.199305,0.048347,-0.159677,0.222222,0.222222,0.020000,0.217994,8,8,7
53,8_8_8,seq_ABC,memoryless,0,no_conv,,0.222222,0.560000,0.546667,,1.564725,0.700731,0.537415,0.505981,0.305541,0.003168,0.076460,0.215278,0.215278,0.073333,0.217485,7,8,8
54,8_8_8,seq_ABC,memoryless,0,no_conv,,0.222222,0.606667,0.653333,,1.713896,0.735382,0.462585,0.178986,0.075501,0.111621,0.100948,0.215278,0.208333,0.173333,0.118516,8,8,7
55,8_8_8,seq_ABC,memoryless,1,S=8,48,0.000000,0.633333,0.600000,0.666667,1.667920,0.697453,0.367347,0.192358,-0.017235,-0.035920,0.030124,0.145833,0.145833,0.193333,0.160520,8,8,8
56,8_8_8,seq_ABC,memoryless,1,other_conv,49,0.000000,0.600000,0.626667,0.666667,1.791503,0.760934,0.401361,0.604677,0.372488,-0.000625,-0.090207,0.083333,0.083333,0.053333,0.245232,7,7,7
57,8_8_8,seq_ABC,memoryless,0,no_conv,,0.888889,0.573333,0.560000,,1.541555,0.688449,0.394558,0.368206,0.225580,0.122310,0.021897,0.159722,0.145833,0.060000,0.155366,6,6,8
58,8_8_8,seq_ABC,memoryless,1,S=8,48,0.000000,0.646667,0.626667,0.500000,1.741089,0.728803,0.523810,0.430752,0.320499,0.204194,0.023990,0.222222,0.215278,0.066667,0.213761,8,8,8
59,8_8_8,seq_ABC,memoryless,0,no_conv,,0.666667,0.573333,0.546667,,1.526111,0.683728,0.578231,0.238565,0.153783,0.171897,0.026992,0.305556,0.298611,0.073333,0.243742,8,7,6
60,8_8_8,seq_ABC,memoryless,0,no_conv,,0.222222,0.660000,0.640000,,1.580171,0.712842,0.462585,0.494314,0.243053,0.055498,-0.128786,0.152778,0.152778,0.053333,0.245774,7,7,8
61,8_8_8,seq_ABC,memoryless,0,no_conv,,0.666667,0.586667,0.613333,,1.802347,0.767561,0.510204,0.523006,0.388849,0.260849,0.012991,0.215278,0.208333,0.026667,0.319072,6,7,5
62,8_8_8,seq_ABC,memoryless,1,other_conv,49,0.000000,0.593333,0.506667,0.666667,1.576060,0.669129,0.510204,0.240413,0.014934,-0.059700,0.144332,0.215278,0.215278,0.120000,0.133548,7,7,7
63,8_8_8,seq_ABC,memoryless,1,S=8,48,0.000000,0.666667,0.640000,0.666667,1.631975,0.736022,0.551020,0.463117,0.275177,0.004979,0.100353,0.236111,0.229167,0.040000,0.271029,8,8,8
64,8_8_8,seq_ABC,memoryless,0,no_conv,,2.000000,0.700000,0.680000,,1.779902,0.779189,0.537415,0.481516,0.206973,-0.103535,-0.090329,0.201389,0.201389,0.060000,0.200873,8,5,8
65,8_8_8,seq_ABC,memoryless,0,no_conv,,0.222222,0.620000,0.640000,,1.594669,0.714205,0.503401,0.244004,0.008735,0.069854,-0.018502,0.194444,0.194444,0.126667,0.204388,7,8,8
66,8_8_8,seq_ABC,memoryless,0,no_conv,,0.888889,0.613333,0.613333,,1.618642,0.709213,0.469388,0.234592,0.091846,-0.097906,-0.152058,0.215278,0.208333,0.046667,0.167042,8,8,6
67,8_8_8,seq_ABC,memoryless,0,no_conv,,0.222222,0.646667,0.693333,,1.860596,0.811168,0.625850,0.661887,0.445639,0.055511,-0.027710,0.215278,0.215278,0.026667,0.293491,7,8,7
68,8_8_8,seq_ABC,memoryless,0,no_conv,,0.666667,0.626667,0.626667,,1.631459,0.722560,0.489796,0.401373,0.212774,0.006410,-0.022371,0.215278,0.208333,0.046667,0.178597,6,8,7
69,8_8_8,seq_ABC,memoryless,1,S=8,49,0.000000,0.613333,0.666667,0.333333,1.679995,0.741288,0.469388,0.381934,0.192198,0.028173,0.031584,0.201389,0.201389,0.053333,0.149592,8,8,8
70,8_8_8,seq_ABC,memoryless,0,no_conv,,0.888889,0.653333,0.640000,,1.623448,0.733068,0.619048,0.486651,0.332324,0.001939,-0.008376,0.263889,0.250000,0.053333,0.203306,6,8,8
71,8_8_8,seq_ABC,memoryless,0,no_conv,,0.222222,0.646667,0.653333,,1.650408,0.730681,0.551020,0.313000,0.112711,0.074715,0.035705,0.243056,0.243056,0.093333,0.176330,8,8,7
72,8_8_8,seq_ABC,memoryless,0,no_conv,,0.222222,0.713333,0.760000,,1.680210,0.740867,0.428571,0.125881,0.053046,0.060669,0.087777,0.194444,0.194444,0.306667,0.121508,8,7,8
73,8_8_8,seq_ABC,memoryless,0,no_conv,,0.666667,0.686667,0.666667,,1.891374,0.772536,0.517007,0.304367,0.136653,0.013845,-0.154553,0.201389,0.194444,0.040000,0.218024,6,8,7
74,8_8_8,seq_ABC,memoryless,0,no_conv,,0.222222,0.593333,0.600000,,1.599956,0.724054,0.544218,0.269378,0.093393,-0.051294,-0.098574,0.222222,0.222222,0.066667,0.170914,7,8,7
75,8_8_8,seq_ABC,memoryless,1,S=8,49,0.000000,0.606667,0.586667,1.000000,1.587004,0.700717,0.517007,0.530094,0.354265,0.089124,-0.006060,0.236111,0.236111,0.066667,0.226690,8,8,8
76,8_8_8,seq_ABC,memoryless,0,no_conv,,0.222222,0.653333,0.600000,,1.673463,0.720945,0.523810,0.366181,0.176812,0.006179,0.107199,0.215278,0.215278,0.073333,0.187136,8,7,8
77,8_8_8,seq_ABC,memoryless,0,no_conv,,0.222222,0.613333,0.560000,,1.656688,0.703729,0.462585,0.286308,0.217503,-0.080338,-0.098588,0.215278,0.208333,0.040000,0.206036,7,8,7
78,8_8_8,seq_ABC,memoryless,1,S=8,49,0.000000,0.666667,0.693333,0.666667,1.759214,0.744982,0.394558,0.132298,-0.060129,0.118380,-0.039973,0.166667,0.166667,0.340000,0.135702,8,8,8
79,8_8_8,seq_ABC,memoryless,0,no_conv,,0.222222,0.693333,0.720000,,1.838361,0.798797,0.585034,0.619732,0.485263,0.193772,-0.057548,0.236111,0.229167,0.040000,0.374344,6,6,7
80,8_8_8,seq_ABC,memoryless,1,S=8,48,0.000000,0.620000,0.586667,0.666667,1.606973,0.694452,0.510204,0.406407,0.211101,0.079926,-0.036507,0.194444,0.187500,0.040000,0.206088,8,8,8
81,8_8_8,seq_ABC,memoryless,0,no_conv,,0.222222,0.666667,0.720000,,1.808299,0.774854,0.571429,0.338040,0.052236,0.009853,0.006116,0.250000,0.250000,0.100000,0.177784,7,8,7
82,8_8_8,seq_ABC,memoryless,1,S=8,48,0.000000,0.673333,0.680000,0.833333,1.741177,0.747333,0.537415,0.413108,0.248878,0.122518,-0.105443,0.222222,0.222222,0.113333,0.203480,8,8,8
83,8_8_8,seq_ABC,memoryless,0,no_conv,,0.888889,0.600000,0.586667,,1.639544,0.722312,0.428571,0.307416,0.082656,-0.155203,-0.023800,0.131944,0.118056,0.153333,0.147039,8,8,6
84,8_8_8,seq_ABC,memoryless,0,no_conv,,0.222222,0.633333,0.626667,,1.638465,0.709447,0.469388,0.460087,0.275174,0.009558,-0.070993,0.187500,0.187500,0.053333,0.190983,7,7,8
85,8_8_8,seq_ABC,memoryless,1,S=8,49,0.000000,0.640000,0.640000,0.333333,1.576049,0.700829,0.442177,0.638222,0.411280,-0.057155,-0.052221,0.138889,0.138889,0.033333,0.206286,8,8,8
86,8_8_8,seq_ABC,memoryless,1,S=8,49,0.000000,0.566667,0.546667,0.333333,1.555751,0.681288,0.476190,0.301746,0.092296,-0.133946,0.019921,0.180556,0.180556,0.146667,0.213101,8,8,8
87,8_8_8,seq_ABC,memoryless,1,S=8,48,0.000000,0.633333,0.653333,0.833333,1.633603,0.716924,0.435374,0.230682,0.070442,-0.141497,-0.047259,0.180556,0.180556,0.193333,0.126742,8,8,8
88,8_8_8,seq_ABC,memoryless,0,no_conv,,0.222222,0.660000,0.653333,,1.859850,0.777792,0.571429,0.524212,0.459969,0.235742,0.026040,0.256944,0.256944,0.033333,0.304185,8,7,7
89,8_8_8,seq_ABC,memoryless,0,no_conv,,0.222222,0.633333,0.653333,,1.762657,0.742766,0.421769,0.408444,0.180982,0.156785,-0.017805,0.152778,0.152778,0.040000,0.266514,7,8,7
90,8_8_8,seq_ABC,memoryless,0,no_conv,,0.222222,0.620000,0.613333,,1.561644,0.689662,0.380952,0.102097,0.087636,0.176174,-0.024315,0.187500,0.187500,0.093333,0.184046,8,8,7
91,8_8_8,seq_ABC,memoryless,0,no_conv,,1.555556,0.640000,0.680000,,1.756560,0.760659,0.367347,0.671146,0.529068,0.276343,-0.009729,0.125000,0.118056,0.020000,0.315872,4,7,6
92,8_8_8,seq_ABC,memoryless,0,no_conv,,0.222222,0.686667,0.733333,,1.825023,0.769117,0.387755,0.173813,0.109430,0.034622,0.069549,0.166667,0.166667,0.166667,0.156469,7,7,8
93,8_8_8,seq_ABC,memoryless,1,other_conv,49,0.000000,0.660000,0.680000,0.333333,1.777487,0.763052,0.578231,0.409580,0.196173,-0.041071,-0.204460,0.250000,0.243056,0.033333,0.183281,7,7,7
94,8_8_8,seq_ABC,memoryless,0,no_conv,,0.666667,0.593333,0.600000,,1.711433,0.742370,0.517007,0.458261,0.188592,-0.081275,-0.000349,0.180556,0.180556,0.033333,0.231354,5,7,6
95,8_8_8,seq_ABC,memoryless,0,no_conv,,0.222222,0.613333,0.560000,,1.457124,0.664508,0.462585,0.451995,0.263497,0.187237,0.067499,0.180556,0.180556,0.093333,0.229428,7,8,8
96,8_8_8,seq_ABC,memoryless,0,no_conv,,0.888889,0.733333,0.773333,,1.828751,0.801807,0.489796,0.450748,0.254547,-0.009301,-0.012771,0.187500,0.173611,0.020000,0.219245,6,8,8
97,8_8_8,seq_ABC,memoryless,0,no_conv,,0.222222,0.633333,0.640000,,1.696648,0.721680,0.476190,0.165492,0.074843,-0.043501,0.015716,0.208333,0.208333,0.120000,0.139776,7,8,8
98,8_8_8,seq_ABC,memoryless,0,no_conv,,0.888889,0.626667,0.613333,,1.745546,0.730609,0.435374,0.361673,0.143640,0.100325,-0.096100,0.166667,0.166667,0.093333,0.221607,8,8,6
99,8_8_8,seq_ABC,memoryless,0,no_conv,,0.222222,0.633333,0.573333,,1.525876,0.673525,0.476190,0.147552,-0.059495,-0.090802,-0.007706,0.201389,0.201389,0.146667,0.157078,8,7,8
100,8_8_8,seq_ABC,memoryless,1,S=8,48,0.000000,0.606667,0.706667,0.500000,1.886648,0.774592,0.578231,0.347386,0.086917,-0.101047,0.032538,0.243056,0.236111,0.100000,0.168096,8,8,8
101,8_8_8,seq_ABC,memoryless,0,no_conv,,0.222222,0.633333,0.626667,,1.645095,0.708728,0.462585,0.088149,0.195894,-0.033073,0.055820,0.236111,0.229167,0.140000,0.186841,7,8,7
102,8_8_8,seq_ABC,memoryless,0,no_conv,,0.888889,0.646667,0.666667,,1.812764,0.753857,0.503401,0.467839,0.228683,0.004112,-0.122306,0.180556,0.173611,0.040000,0.185455,6,8,8
103,8_8_8,seq_ABC,memoryless,0,no_conv,,0.888889,0.673333,0.733333,,1.681104,0.750110,0.448980,0.294134,0.233897,0.222920,0.056168,0.208333,0.208333,0.173333,0.235967,6,8,8
104,8_8_8,seq_ABC,memoryless,0,no_conv,,0.222222,0.693333,0.706667,,1.899991,0.789217,0.448980,0.349441,0.287767,-0.065410,-0.090840,0.159722,0.152778,0.060000,0.264256,7,7,8
105,8_8_8,seq_ABC,memoryless,0,no_conv,,0.666667,0.593333,0.546667,,1.608919,0.682999,0.367347,0.285271,0.164062,-0.094425,0.004404,0.145833,0.138889,0.073333,0.161696,7,8,6
106,8_8_8,seq_ABC,memoryless,0,no_conv,,0.222222,0.620000,0.653333,,1.843071,0.754605,0.537415,0.375789,0.194331,0.043267,-0.153092,0.263889,0.256944,0.046667,0.203748,8,7,7
107,8_8_8,seq_ABC,memoryless,1,S=8,49,0.000000,0.626667,0.586667,1.000000,1.606843,0.692749,0.462585,0.195256,0.159516,-0.012442,-0.034597,0.236111,0.229167,0.100000,0.179206,8,8,8
108,8_8_8,seq_ABC,memoryless,1,S=8,49,0.000000,0.646667,0.586667,0.666667,1.626732,0.702344,0.496599,0.222179,0.076691,-0.169062,0.040545,0.236111,0.236111,0.106667,0.166713,8,8,8
109,8_8_8,seq_ABC,memoryless,0,no_conv,,0.222222,0.660000,0.666667,,1.768084,0.743035,0.435374,0.225149,0.242707,-0.072503,-0.063603,0.208333,0.201389,0.166667,0.188984,7,7,8
110,8_8_8,seq_ABC,memoryless,1,S=8,49,0.000000,0.606667,0.640000,0.666667,1.737460,0.743201,0.476190,0.318319,0.025262,0.043097,0.144946,0.173611,0.173611,0.086667,0.123755,8,8,8
111,8_8_8,seq_ABC,memoryless,1,S=8,48,0.000000,0.613333,0.586667,0.333333,1.775683,0.739877,0.503401,0.527254,0.306855,0.006062,0.074463,0.180556,0.180556,0.033333,0.250344,8,8,8
112,8_8_8,seq_ABC,memoryless,0,no_conv,,0.222222,0.660000,0.626667,,1.680317,0.733676,0.517007,0.429754,0.261296,-0.040113,0.055674,0.194444,0.187500,0.113333,0.168485,6,7,6
113,8_8_8,seq_ABC,memoryless,0,no_conv,,0.222222,0.633333,0.640000,,1.705826,0.711295,0.387755,0.297037,0.163111,-0.052045,-0.072558,0.159722,0.152778,0.133333,0.181907,8,7,8
114,8_8_8,seq_ABC,memoryless,0,no_conv,,0.222222,0.653333,0.640000,,1.620297,0.704883,0.476190,0.184852,0.083350,0.000917,0.125509,0.215278,0.208333,0.093333,0.144788,8,8,7
115,8_8_8,seq_ABC,memoryless,0,no_conv,,0.222222,0.653333,0.560000,,1.522548,0.676994,0.496599,0.308964,0.105449,0.131424,0.027256,0.222222,0.222222,0.093333,0.183317,8,7,8
116,8_8_8,seq_ABC,memoryless,0,no_conv,,0.222222,0.626667,0.626667,,1.610456,0.715648,0.476190,0.162973,-0.014897,-0.166599,-0.050657,0.201389,0.201389,0.220000,0.193334,6,7,7
117,8_8_8,seq_ABC,memoryless,0,no_conv,,0.222222,0.613333,0.586667,,1.603298,0.703484,0.401361,0.237942,0.100679,0.023916,-0.144215,0.145833,0.138889,0.033333,0.166893,7,7,6
118,8_8_8,seq_ABC,memoryless,0,no_conv,,0.222222,0.620000,0.666667,,1.723820,0.749962,0.476190,0.460574,0.226677,0.040018,-0.091817,0.180556,0.180556,0.040000,0.177375,7,8,8
119,8_8_8,seq_ABC,memoryless,0,no_conv,,0.888889,0.573333,0.560000,,1.626818,0.709171,0.510204,0.517491,0.137584,0.025515,-0.001624,0.145833,0.145833,0.066667,0.225114,7,7,5
120,8_8_8,seq_ABC,memoryless,1,S=8,47,0.000000,0.660000,0.653333,0.555556,1.544430,0.700815,0.394558,0.399241,0.086830,-0.153567,0.138515,0.138889,0.138889,0.100000,0.175420,8,8,8
121,8_8_8,seq_ABC,memoryless,0,no_conv,,0.222222,0.640000,0.666667,,1.695884,0.770442,0.571429,0.732268,0.571462,0.308611,0.075759,0.222222,0.222222,0.026667,0.451983,8,7,7
122,8_8_8,seq_ABC,memoryless,0,no_conv,,0.666667,0.633333,0.560000,,1.708679,0.709265,0.401361,0.341907,0.155225,0.041039,-0.078126,0.152778,0.152778,0.146667,0.150010,7,6,8
123,8_8_8,seq_ABC,memoryless,0,no_conv,,0.222222,0.660000,0.653333,,1.699991,0.736865,0.517007,0.211956,0.220090,-0.011900,-0.014045,0.222222,0.208333,0.200000,0.188023,7,8,8
124,8_8_8,seq_ABC,memoryless,0,no_conv,,0.222222,0.626667,0.666667,,1.681115,0.723985,0.428571,0.198107,0.042323,-0.124020,-0.051675,0.180556,0.173611,0.233333,0.144520,7,7,8
125,8_8_8,seq_ABC,memoryless,0,no_conv,,0.222222,0.600000,0.666667,,1.806844,0.765033,0.578231,0.478184,0.386266,0.041039,0.051016,0.298611,0.291667,0.026667,0.259332,8,7,8
126,8_8_8,seq_ABC,memoryless,0,no_conv,,0.222222,0.593333,0.533333,,1.502036,0.681836,0.496599,0.628631,0.450000,0.188738,0.068130,0.201389,0.201389,0.053333,0.335716,8,7,8
127,8_8_8,seq_ABC,memoryless,1,other_conv,49,0.000000,0.620000,0.586667,0.666667,1.718299,0.731413,0.455782,0.562633,0.426211,0.178654,0.086208,0.187500,0.187500,0.060000,0.359377,6,6,6
128,8_8_8,seq_ABC,memoryless,0,no_conv,,3.555556,0.613333,0.626667,,1.785235,0.753380,0.517007,0.612618,0.394462,0.114490,0.177923,0.201389,0.201389,0.053333,0.317947,4,8,8
129,8_8_8,seq_ABC,memoryless,0,no_conv,,0.222222,0.660000,0.706667,,1.774975,0.782780,0.448980,0.339583,0.202884,0.002376,-0.027991,0.201389,0.201389,0.040000,0.215828,8,7,7
130,8_8_8,seq_ABC,memoryless,0,no_conv,,0.666667,0.680000,0.680000,,1.766404,0.783663,0.455782,0.651535,0.502391,0.254252,-0.035568,0.166667,0.166667,0.020000,0.389969,6,7,8
131,8_8_8,seq_ABC,memoryless,0,no_conv,,0.666667,0.633333,0.560000,,1.541197,0.692250,0.476190,0.459624,0.283180,-0.010908,0.033195,0.187500,0.187500,0.060000,0.254155,7,6,8
132,8_8_8,seq_ABC,memoryless,0,no_conv,,0.888889,0.653333,0.666667,,1.877854,0.777738,0.578231,0.305483,0.180943,-0.028380,-0.273346,0.270833,0.256944,0.066667,0.214317,6,6,8
133,8_8_8,seq_ABC,memoryless,0,no_conv,,0.888889,0.600000,0.546667,,1.633585,0.717016,0.462585,0.427658,0.084374,0.069172,0.045581,0.131944,0.131944,0.080000,0.208715,6,8,6
134,8_8_8,seq_ABC,memoryless,0,no_conv,,0.222222,0.680000,0.693333,,1.758894,0.756331,0.462585,0.439862,0.234013,-0.159296,-0.121663,0.159722,0.152778,0.093333,0.207588,7,8,8
135,8_8_8,seq_ABC,memoryless,0,no_conv,,0.222222,0.686667,0.706667,,1.797600,0.757086,0.455782,0.482124,0.302894,0.079216,0.003487,0.173611,0.173611,0.026667,0.246910,7,8,7
136,8_8_8,seq_ABC,memoryless,0,no_conv,,0.666667,0.673333,0.680000,,1.685696,0.721769,0.414966,0.350507,0.151290,0.132456,-0.068041,0.173611,0.173611,0.066667,0.209504,7,6,8
137,8_8_8,seq_ABC,memoryless,0,no_conv,,0.222222,0.586667,0.546667,,1.586987,0.683284,0.503401,0.500322,0.345938,0.083802,-0.139965,0.222222,0.201389,0.086667,0.204933,8,7,8
138,8_8_8,seq_ABC,memoryless,0,no_conv,,0.222222,0.646667,0.746667,,1.772949,0.788724,0.489796,0.409828,0.187476,-0.011464,0.077817,0.194444,0.194444,0.066667,0.170710,7,7,8
139,8_8_8,seq_ABC,memoryless,0,no_conv,,0.222222,0.660000,0.653333,,1.736179,0.736753,0.435374,0.282760,0.088067,0.056548,-0.087121,0.159722,0.152778,0.066667,0.121236,8,7,8
140,8_8_8,seq_ABC,memoryless,0,no_conv,,0.666667,0.633333,0.626667,,1.719988,0.749500,0.585034,0.308889,0.121519,-0.161180,-0.261268,0.250000,0.243056,0.133333,0.246157,6,7,8
141,8_8_8,seq_ABC,memoryless,0,no_conv,,0.222222,0.640000,0.613333,,1.673654,0.729965,0.537415,0.427720,0.274315,0.053661,-0.091732,0.222222,0.222222,0.040000,0.212142,7,8,8
142,8_8_8,seq_ABC,memoryless,0,no_conv,,0.222222,0.573333,0.626667,,1.707863,0.740168,0.476190,0.515788,0.266158,-0.162132,-0.089138,0.138889,0.138889,0.080000,0.199643,7,6,6
143,8_8_8,seq_ABC,memoryless,0,no_conv,,0.666667,0.700000,0.720000,,1.773444,0.766389,0.469388,0.387839,0.162127,-0.040096,0.027684,0.166667,0.159722,0.060000,0.208833,6,8,7
144,8_8_8,seq_ABC,memoryless,0,no_conv,,0.888889,0.613333,0.613333,,1.635401,0.728721,0.537415,0.418988,0.210652,0.029316,-0.114967,0.243056,0.236111,0.093333,0.221941,5,5,7
145,8_8_8,seq_ABC,memoryless,0,no_conv,,0.222222,0.666667,0.693333,,1.663187,0.739236,0.421769,0.376618,0.225795,-0.195158,-0.057135,0.201389,0.194444,0.066667,0.172952,7,8,8
146,8_8_8,seq_ABC,memoryless,0,no_conv,,0.222222,0.586667,0.546667,,1.487973,0.687497,0.517007,0.428359,0.270069,0.055233,-0.057190,0.243056,0.236111,0.040000,0.130602,8,7,8
147,8_8_8,seq_ABC,memoryless,0,no_conv,,0.666667,0.680000,0.640000,,1.635202,0.721395,0.482993,0.512584,0.505717,0.325216,0.175619,0.263889,0.256944,0.033333,0.334236,6,8,7
148,8_8_8,seq_ABC,memoryless,0,no_conv,,0.222222,0.653333,0.680000,,1.791738,0.751302,0.503401,0.357009,0.122764,0.090834,-0.014864,0.208333,0.208333,0.080000,0.201393,7,8,8
149,8_8_8,seq_ABC,memoryless,0,no_conv,,0.222222,0.593333,0.653333,,1.586411,0.712598,0.482993,0.352238,0.040922,0.043542,0.103893,0.180556,0.180556,0.046667,0.187770,8,7,7
150,8_8_8,seq_ABC,memoryless,1,S=8,48,0.000000,0.580000,0.586667,0.166667,1.621205,0.695137,0.496599,0.411592,0.184949,0.023489,-0.044546,0.173611,0.166667,0.033333,0.178121,8,8,8
151,8_8_8,seq_ABC,memoryless,0,no_conv,,0.888889,0.626667,0.586667,,1.569970,0.698311,0.442177,0.450583,0.223119,-0.156927,0.019661,0.152778,0.152778,0.066667,0.205438,6,8,8
152,8_8_8,seq_ABC,memoryless,0,no_conv,,0.222222,0.626667,0.626667,,1.720181,0.730549,0.428571,0.105505,0.030879,-0.075760,-0.103770,0.194444,0.194444,0.246667,0.107910,8,7,8
153,8_8_8,seq_ABC,memoryless,0,no_conv,,0.222222,0.640000,0.613333,,1.574537,0.701862,0.414966,0.241322,0.038210,-0.042202,-0.011019,0.138889,0.131944,0.093333,0.178231,7,8,7
154,8_8_8,seq_ABC,memoryless,0,no_conv,,0.222222,0.680000,0.666667,,1.784064,0.768174,0.482993,0.508479,0.277914,0.148507,0.003095,0.145833,0.145833,0.086667,0.203047,7,8,7
155,8_8_8,seq_ABC,memoryless,0,no_conv,,1.555556,0.586667,0.586667,,1.665392,0.747908,0.605442,0.545739,0.425695,0.160604,-0.139772,0.291667,0.284722,0.033333,0.290926,7,5,8
156,8_8_8,seq_ABC,memoryless,1,S=8,49,0.000000,0.586667,0.640000,0.666667,1.733193,0.726653,0.414966,0.261760,-0.006839,-0.023282,0.102688,0.145833,0.145833,0.173333,0.171916,8,8,8
157,8_8_8,seq_ABC,memoryless,0,no_conv,,0.888889,0.606667,0.600000,,1.652562,0.716282,0.557823,0.336852,0.022863,-0.112051,-0.061281,0.222222,0.222222,0.100000,0.160506,8,8,6
