seed,env_init,schedule,observer,lambda,alignment_occupancy_half,final20_aligned,longest_aligned_run,terminal_aligned,time_to_permanent_alignment,censored_permanent,misID_act_half,NLL_act_half,Brier_act_half,observer_entropy_half,endpoint_regime,any_full_rsi,terminal_full_rsi,snap_var_final
1033,8_8_8,seq_ABC,filter_l0.20,0.20,0.65000000,0,17,1,198,0,0.28000000,0.86875456,0.42760753,1.15232422,S=8,1,0,0.00000000
1033,8_8_8,seq_ABC,filter_l1.00,1.00,0.27000000,0,4,0,,1,0.59000000,1.62052292,0.70147679,1.75970923,not_aligned,1,0,0.66666667
1034,8_8_8,sync,hard,,1.00000000,1,199,1,1,0,0.00000000,0.00000000,0.00000000,0.00000000,S=8,0,0,0.00000000
1034,8_8_8,sync,filter_l0.00,0.00,0.99000000,1,62,1,138,0,0.18333333,0.61348570,0.30712193,0.18170423,S=8,0,0,0.00000000
1034,8_8_8,sync,filter_l0.20,0.20,0.50000000,0,10,0,,1,0.33000000,0.93755705,0.45508083,1.16593287,not_aligned,0,0,0.00000000
1034,8_8_8,sync,filter_l1.00,1.00,0.14000000,0,6,0,,1,0.65666667,1.70365008,0.74965266,1.78438822,not_aligned,0,0,0.66666667
1034,8_8_8,seq_ABC,hard,,1.00000000,1,199,1,1,0,0.00000000,0.00000000,0.00000000,0.00000000,S=8,0,0,0.00000000
1034,8_8_8,seq_ABC,filter_l0.00,0.00,1.00000000,1,115,1,85,0,0.00000000,0.00690099,0.00142647,0.02242129,S=8,0,0,0.00000000
1034,8_8_8,seq_ABC,filter_l0.20,0.20,0.49000000,0,10,0,,1,0.36666667,0.99821628,0.48850865,1.17255779,not_aligned,0,0,0.00000000
1034,8_8_8,seq_ABC,filter_l1.00,1.00,0.22000000,0,5,1,199,0,0.62333333,1.66318142,0.72857192,1.76663893,other_aligned,0,0,0.22222222
1035,8_8_8,sync,hard,,1.00000000,1,199,1,1,0,0.00000000,0.00000000,0.00000000,0.00000000,S=8,0,0,0.00000000
1035,8_8_8,sync,filter_l0.00,0.00,1.00000000,1,170,1,30,0,0.00000000,0.00000061,0.00000000,0.00000793,S=8,0,0,0.00000000
1035,8_8_8,sync,filter_l0.20,0.20,0.56000000,0,15,1,199,0,0.34000000,0.97419341,0.47899517,1.23881590,S=8,0,0,0.22222222
1035,8_8_8,sync,filter_l1.00,1.00,0.18000000,0,4,0,,1,0.63333333,1.73081579,0.74573149,1.78317586,not_aligned,0,0,0.00000000
1035,8_8_8,seq_ABC,hard,,1.00000000,1,199,1,1,0,0.00000000,0.00000000,0.00000000,0.00000000,S=8,0,0,0.00000000
1035,8_8_8,seq_ABC,filter_l0.00,0.00,1.00000000,1,170,1,30,0,0.00000000,0.00000059,0.00000000,0.00000761,S=8,0,0,0.00000000
1035,8_8_8,seq_ABC,filter_l0.20,0.20,0.50000000,0,15,1,199,0,0.39666667,1.03867490,0.51801011,1.26254712,S=8,0,0,0.22222222
1035,8_8_8,seq_ABC,filter_l1.00,1.00,0.18000000,0,11,0,,1,0.64666667,1.70850062,0.73710573,1.77979564,not_aligned,0,0,0.00000000
1036,8_8_8,sync,hard,,1.00000000,1,199,1,1,0,0.00000000,0.00000000,0.00000000,0.00000000,S=8,0,0,0.00000000
1036,8_8_8,sync,filter_l0.00,0.00,1.00000000,1,157,1,43,0,0.03000000,0.05324400,0.03297264,0.07320884,S=8,0,0,0.00000000
1036,8_8_8,sync,filter_l0.20,0.20,0.40000000,0,13,1,199,0,0.42000000,1.15233965,0.56155857,1.23581291,S=8,0,0,0.22222222
1036,8_8_8,sync,filter_l1.00,1.00,0.06000000,0,4,0,,1,0.67333333,1.80752706,0.77692523,1.79786294,not_aligned,0,0,0.22222222
1036,8_8_8,seq_ABC,hard,,1.00000000,1,199,1,1,0,0.00000000,0.00000000,0.00000000,0.00000000,S=8,0,0,0.00000000
1036,8_8_8,seq_ABC,filter_l0.00,0.00,1.00000000,1,156,1,44,0,0.03000000,0.05324385,0.03297264,0.07320694,S=8,1,0,0.00000000
1036,8_8_8,seq_ABC,filter_l0.20,0.20,0.58000000,0,14,1,199,0,0.37000000,1.04316596,0.50745243,1.20306546,S=8,1,0,0.22222222
1036,8_8_8,seq_ABC,filter_l1.00,1.00,0.13000000,0,4,0,,1,0.63333333,1.77023358,0.76138859,1.79298871,not_aligned,1,0,0.22222222
1037,8_8_8,sync,hard,,1.00000000,1,199,1,1,0,0.00000000,0.00000000,0.00000000,0.00000000,S=8,0,0,0.00000000
1037,8_8_8,sync,filter_l0.00,0.00,1.00000000,1,184,1,16,0,0.00000000,0.00002505,0.00000001,0.00025140,S=8,0,0,0.00000000
1037,8_8_8,sync,filter_l0.20,0.20,0.67000000,0,8,0,,1,0.30000000,0.86980624,0.43159812,1.17763464,not_aligned,0,0,0.00000000
1037,8_8_8,sync,filter_l1.00,1.00,0.27000000,0,4,0,,1,0.61666667,1.64686223,0.71779938,1.76732512,not_aligned,0,0,0.88888889
1037,8_8_8,seq_ABC,hard,,1.00000000,1,199,1,1,0,0.00000000,0.00000000,0.00000000,0.00000000,S=8,0,0,0.00000000
1037,8_8_8,seq_ABC,filter_l0.00,0.00,1.00000000,1,184,1,16,0,0.00000000,0.00002505,0.00000001,0.00025140,S=8,0,0,0.00000000
1037,8_8_8,seq_ABC,filter_l0.20,0.20,0.68000000,0,8,0,,1,0.28666667,0.86826022,0.42223860,1.16338982,not_aligned,0,0,0.00000000
1037,8_8_8,seq_ABC,filter_l1.00,1.00,0.28000000,0,4,1,199,0,0.61000000,1.64026279,0.71157905,1.75927769,other_aligned,0,0,0.88888889
1038,8_8_8,sync,hard,,1.00000000,1,199,1,1,0,0.00000000,0.00000000,0.00000000,0.00000000,S=8,0,0,0.00000000
1038,8_8_8,sync,filter_l0.00,0.00,1.00000000,1,188,1,12,0,0.00000000,0.00002010,0.00000001,0.00020197,S=8,0,0,0.00000000
1038,8_8_8,sync,filter_l0.20,0.20,0.49000000,0,11,0,,1,0.39000000,1.05578317,0.52278969,1.25288804,not_aligned,0,0,0.22222222
1038,8_8_8,sync,filter_l1.00,1.00,0.24000000,0,4,0,,1,0.65666667,1.71096188,0.73646002,1.76636559,not_aligned,0,0,0.22222222
1038,8_8_8,seq_ABC,hard,,1.00000000,1,199,1,1,0,0.00000000,0.00000000,0.00000000,0.00000000,S=8,0,0,0.00000000
1038,8_8_8,seq_ABC,filter_l0.00,0.00,1.00000000,1,188,1,12,0,0.00000000,0.00001992,0.00000001,0.00019951,S=8,0,0,0.00000000
1038,8_8_8,seq_ABC,filter_l0.20,0.20,0.63000000,0,7,1,194,0,0.31333333,0.95125634,0.45199332,1.22438684,S=8,0,0,0.00000000
1038,8_8_8,seq_ABC,filter_l1.00,1.00,0.34000000,0,6,0,,1,0.66666667,1.71295711,0.73655837,1.76307231,not_aligned,0,0,0.22222222
1039,8_8_8,sync,hard,,1.00000000,1,199,1,1,0,0.00000000,0.00000000,0.00000000,0.00000000,S=8,0,0,0.00000000
1039,8_8_8,sync,filter_l0.00,0.00,0.99000000,1,87,1,124,0,0.09666667,0.20005067,0.13675271,0.13296793,S=8,0,0,0.00000000
1039,8_8_8,sync,filter_l0.20,0.20,0.65000000,0,10,1,190,0,0.37666667,0.97008201,0.48894165,1.18876036,S=8,0,0,0.00000000
1039,8_8_8,sync,filter_l1.00,1.00,0.25000000,0,6,0,,1,0.64333333,1.69297437,0.73908116,1.77169920,not_aligned,0,0,0.66666667
1039,8_8_8,seq_ABC,hard,,1.00000000,1,199,1,1,0,0.00000000,0.00000000,0.00000000,0.00000000,S=8,0,0,0.00000000
1039,8_8_8,seq_ABC,filter_l0.00,0.00,0.99000000,1,95,1,124,0,0.02666667,0.06242361,0.03648380,0.08636068,S=8,1,0,0.00000000
1039,8_8_8,seq_ABC,filter_l0.20,0.20,0.65000000,0,14,1,190,0,0.38666667,0.99012570,0.50720578,1.17323583,S=8,1,0,0.00000000
1039,8_8_8,seq_ABC,filter_l1.00,1.00,0.26000000,0,5,0,,1,0.60333333,1.64655610,0.71206196,1.75555805,not_aligned,1,0,0.88888889
1040,8_8_8,sync,hard,,1.00000000,1,199,1,1,0,0.00000000,0.00000000,0.00000000,0.00000000,S=8,0,0,0.00000000
1040,8_8_8,sync,filter_l0.00,0.00,1.00000000,1,168,1,32,0,0.00000000,0.00001539,0.00000001,0.00015509,S=8,0,0,0.00000000
1040,8_8_8,sync,filter_l0.20,0.20,0.59000000,0,11,1,199,0,0.31000000,0.92950992,0.46962963,1.21543525,S=8,0,0,0.22222222
1040,8_8_8,sync,filter_l1.00,1.00,0.22000000,0,7,0,,1,0.64000000,1.70277262,0.74018611,1.78311809,not_aligned,0,0,0.00000000
1040,8_8_8,seq_ABC,hard,,1.00000000,1,199,1,1,0,0.00000000,0.00000000,0.00000000,0.00000000,S=8,0,0,0.00000000
1040,8_8_8,seq_ABC,filter_l0.00,0.00,1.00000000,1,192,1,8,0,0.00000000,0.00000396,0.00000000,0.00004483,S=8,0,0,0.00000000
1040,8_8_8,seq_ABC,filter_l0.20,0.20,0.60000000,0,9,0,,1,0.30666667,0.92725553,0.46178579,1.19655367,not_aligned,0,0,0.22222222
1040,8_8_8,seq_ABC,filter_l1.00,1.00,0.22000000,0,5,0,,1,0.65666667,1.72266742,0.75138933,1.78213705,not_aligned,0,0,0.00000000
1041,8_8_8,sync,hard,,1.00000000,1,199,1,1,0,0.00000000,0.00000000,0.00000000,0.00000000,S=8,0,0,0.00000000
1041,8_8_8,sync,filter_l0.00,0.00,1.00000000,1,178,1,22,0,0.00000000,0.00000340,0.00000000,0.00004153,S=8,0,0,0.00000000
1041,8_8_8,sync,filter_l0.20,0.20,0.55000000,0,10,1,199,0,0.43666667,1.13044570,0.53893803,1.28523330,S=8,0,0,0.22222222
1041,8_8_8,sync,filter_l1.00,1.00,0.27000000,0,7,0,,1,0.71333333,1.80204747,0.76511519,1.75878061,not_aligned,0,0,0.66666667
1041,8_8_8,seq_ABC,hard,,1.00000000,1,199,1,1,0,0.00000000,0.00000000,0.00000000,0.00000000,S=8,0,0,0.00000000
1041,8_8_8,seq_ABC,filter_l0.00,0.00,1.00000000,1,183,1,17,0,0.00000000,0.00000340,0.00000000,0.00004153,S=8,1,0,0.00000000
1041,8_8_8,seq_ABC,filter_l0.20,0.20,0.60000000,0,14,1,199,0,0.41333333,1.15188340,0.54103553,1.28311617,S=8,1,0,0.22222222
1041,8_8_8,seq_ABC,filter_l1.00,1.00,0.18000000,0,7,0,,1,0.68333333,1.81122512,0.76378078,1.77146573,not_aligned,1,0,0.22222222
1042,8_8_8,sync,hard,,1.00000000,1,199,1,1,0,0.00000000,0.00000000,0.00000000,0.00000000,S=8,0,0,0.00000000
1042,8_8_8,sync,filter_l0.00,0.00,1.00000000,1,166,1,34,0,0.00000000,0.00000047,0.00000000,0.00000631,S=8,0,0,0.00000000
1042,8_8_8,sync,filter_l0.20,0.20,0.61000000,0,15,0,,1,0.32000000,0.89693304,0.44783307,1.14510128,not_aligned,0,0,0.00000000
1042,8_8_8,sync,filter_l1.00,1.00,0.22000000,0,3,0,,1,0.63666667,1.69405505,0.73556156,1.77088473,not_aligned,0,0,0.00000000
1042,8_8_8,seq_ABC,hard,,1.00000000,1,199,1,1,0,0.00000000,0.00000000,0.00000000,0.00000000,S=8,0,0,0.00000000
1042,8_8_8,seq_ABC,filter_l0.00,0.00,1.00000000,1,166,1,34,0,0.00000000,0.00000047,0.00000000,0.00000631,S=8,0,0,0.00000000
1042,8_8_8,seq_ABC,filter_l0.20,0.20,0.60000000,0,12,0,,1,0.31333333,0.88956381,0.42374129,1.15689607,not_aligned,0,0,0.00000000
1042,8_8_8,seq_ABC,filter_l1.00,1.00,0.28000000,0,4,0,,1,0.59000000,1.61745886,0.70341040,1.75182702,not_aligned,0,0,0.00000000
1043,8_8_8,sync,hard,,1.00000000,1,199,1,1,0,0.00000000,0.00000000,0.00000000,0.00000000,S=8,0,0,0.00000000
1043,8_8_8,sync,filter_l0.00,0.00,1.00000000,1,173,1,27,0,0.00000000,0.00000038,0.00000000,0.00000517,S=8,0,0,0.00000000
1043,8_8_8,sync,filter_l0.20,0.20,0.75000000,0,23,0,,1,0.17000000,0.67826651,0.32625151,1.08225440,not_aligned,0,0,0.22222222
1043,8_8_8,sync,filter_l1.00,1.00,0.37000000,0,3,0,,1,0.59666667,1.58909866,0.69368531,1.74133111,not_aligned,0,0,0.22222222
1043,8_8_8,seq_ABC,hard,,1.00000000,1,199,1,1,0,0.00000000,0.00000000,0.00000000,0.00000000,S=8,0,0,0.00000000
1043,8_8_8,seq_ABC,filter_l0.00,0.00,1.00000000,1,173,1,27,0,0.00000000,0.00000024,0.00000000,0.00000311,S=8,1,0,0.00000000
1043,8_8_8,seq_ABC,filter_l0.20,0.20,0.77000000,0,23,1,199,0,0.16000000,0.66976555,0.32539699,1.07329744,S=8,1,0,0.22222222
1043,8_8_8,seq_ABC,filter_l1.00,1.00,0.32000000,0,6,0,,1,0.59666667,1.61548240,0.70703951,1.74806757,not_aligned,1,0,0.22222222
1044,8_8_8,sync,hard,,1.00000000,1,199,1,1,0,0.00000000,0.00000000,0.00000000,0.00000000,S=8,0,0,0.00000000
1044,8_8_8,sync,filter_l0.00,0.00,1.00000000,1,131,1,69,0,0.00000000,0.00000710,0.00000000,0.00007318,S=8,1,0,0.00000000
1044,8_8_8,sync,filter_l0.20,0.20,0.53000000,0,13,0,,1,0.38333333,1.04500350,0.49859939,1.18502449,not_aligned,1,0,0.22222222
1044,8_8_8,sync,filter_l1.00,1.00,0.25000000,0,4,0,,1,0.63000000,1.64977779,0.72100175,1.76163953,not_aligned,1,0,0.00000000
1044,8_8_8,seq_ABC,hard,,1.00000000,1,199,1,1,0,0.00000000,0.00000000,0.00000000,0.00000000,S=8,0,0,0.00000000
1044,8_8_8,seq_ABC,filter_l0.00,0.00,1.00000000,1,131,1,69,0,0.00000000,0.00000296,0.00000000,0.00003375,S=8,1,0,0.00000000
1044,8_8_8,seq_ABC,filter_l0.20,0.20,0.56000000,0,9,0,,1,0.33333333,0.97917372,0.46596730,1.15989462,not_aligned,1,0,0.00000000
1044,8_8_8,seq_ABC,filter_l1.00,1.00,0.21000000,0,4,0,,1,0.64666667,1.68649864,0.74103002,1.77054166,not_aligned,1,0,0.22222222
1045,8_8_8,sync,hard,,1.00000000,1,199,1,1,0,0.00000000,0.00000000,0.00000000,0.00000000,S=8,1,0,0.00000000
1045,8_8_8,sync,filter_l0.00,0.00,1.00000000,1,150,1,50,0,0.04000000,0.08818177,0.05680676,0.10962472,S=8,0,0,0.00000000
1045,8_8_8,sync,filter_l0.20,0.20,0.62000000,0,8,1,199,0,0.29666667,0.89606733,0.43939267,1.18516936,S=8,0,0,0.22222222
1045,8_8_8,sync,filter_l1.00,1.00,0.25000000,0,4,0,,1,0.64000000,1.71461225,0.74659454,1.77119107,not_aligned,0,0,0.22222222
1045,8_8_8,seq_ABC,hard,,1.00000000,1,199,1,1,0,0.00000000,0.00000000,0.00000000,0.00000000,S=8,1,0,0.00000000
1045,8_8_8,seq_ABC,filter_l0.00,0.00,1.00000000,1,156,1,44,0,0.04000000,0.08818177,0.05680676,0.10962472,S=8,0,0,0.00000000
1045,8_8_8,seq_ABC,filter_l0.20,0.20,0.66000000,0,9,0,,1,0.28333333,0.86837543,0.41945501,1.17498883,not_aligned,0,0,0.22222222
1045,8_8_8,seq_ABC,filter_l1.00,1.00,0.03000000,0,6,0,,1,0.72666667,1.86649598,0.80939190,1.83261783,not_aligned,0,0,0.22222222
1046,8_8_8,sync,hard,,1.00000000,1,199,1,1,0,0.00000000,0.00000000,0.00000000,0.00000000,S=8,0,0,0.00000000
1046,8_8_8,sync,filter_l0.00,0.00,1.00000000,1,143,1,57,0,0.00000000,0.00105945,0.00002960,0.00575711,S=8,1,0,0.00000000
1046,8_8_8,sync,filter_l0.20,0.20,0.51000000,0,12,1,198,0,0.43000000,1.07943216,0.52954977,1.28980812,S=8,1,0,0.00000000
1046,8_8_8,sync,filter_l1.00,1.00,0.17000000,0,7,1,199,0,0.62666667,1.73953705,0.74083164,1.78295867,S=8,1,0,0.22222222
1046,8_8_8,seq_ABC,hard,,1.00000000,1,199,1,1,0,0.00000000,0.00000000,0.00000000,0.00000000,S=8,0,0,0.00000000
1046,8_8_8,seq_ABC,filter_l0.00,0.00,1.00000000,1,143,1,57,0,0.00000000,0.00105701,0.00002960,0.00573241,S=8,1,0,0.00000000
1046,8_8_8,seq_ABC,filter_l0.20,0.20,0.52000000,0,7,1,198,0,0.38666667,1.04999126,0.50820935,1.27439880,S=8,1,0,0.00000000
1046,8_8_8,seq_ABC,filter_l1.00,1.00,0.18000000,0,7,0,,1,0.61333333,1.73629547,0.74335931,1.78767744,not_aligned,1,0,0.88888889
1047,8_8_8,sync,hard,,1.00000000,1,199,1,1,0,0.00000000,0.00000000,0.00000000,0.00000000,S=8,0,0,0.00000000
1047,8_8_8,sync,filter_l0.00,0.00,1.00000000,1,181,1,19,0,0.00000000,0.00001174,0.00000001,0.00011267,S=8,0,0,0.00000000
1047,8_8_8,sync,filter_l0.20,0.20,0.57000000,0,13,0,,1,0.32666667,0.93867024,0.46508016,1.13192098,not_aligned,0,0,0.00000000
1047,8_8_8,sync,filter_l1.00,1.00,0.21000000,0,4,0,,1,0.60000000,1.62892163,0.71219627,1.74517843,not_aligned,0,0,2.00000000
1047,8_8_8,seq_ABC,hard,,1.00000000,1,199,1,1,0,0.00000000,0.00000000,0.00000000,0.00000000,S=8,0,0,0.00000000
1047,8_8_8,seq_ABC,filter_l0.00,0.00,1.00000000,1,176,1,24,0,0.00000000,0.00001174,0.00000001,0.00011267,S=8,1,0,0.00000000
1047,8_8_8,seq_ABC,filter_l0.20,0.20,0.64000000,0,11,0,,1,0.27333333,0.86693074,0.42572697,1.11916724,not_aligned,1,0,0.00000000
1047,8_8_8,seq_ABC,filter_l1.00,1.00,0.27000000,0,4,0,,1,0.57333333,1.61701094,0.70240304,1.74987540,not_aligned,1,0,1.55555556
1048,8_8_8,sync,hard,,1.00000000,1,199,1,1,0,0.00000000,0.00000000,0.00000000,0.00000000,S=8,0,0,0.00000000
1048,8_8_8,sync,filter_l0.00,0.00,1.00000000,1,169,1,31,0,0.10666667,0.32067225,0.18099975,0.07657780,S=8,1,0,0.00000000
1048,8_8_8,sync,filter_l0.20,0.20,0.46000000,0,9,0,,1,0.35666667,1.04766051,0.50782521,1.26267487,not_aligned,1,0,0.88888889
1048,8_8_8,sync,filter_l1.00,1.00,0.26000000,0,4,0,,1,0.65333333,1.71551557,0.73986620,1.77589175,not_aligned,1,0,0.88888889
1048,8_8_8,seq_ABC,hard,,1.00000000,1,199,1,1,0,0.00000000,0.00000000,0.00000000,0.00000000,S=8,0,0,0.00000000
1048,8_8_8,seq_ABC,filter_l0.00,0.00,1.00000000,1,169,1,31,0,0.10666667,0.32067141,0.18099975,0.07656818,S=8,1,0,0.00000000
1048,8_8_8,seq_ABC,filter_l0.20,0.20,0.53000000,0,9,0,,1,0.33666667,0.99758609,0.49051759,1.23932743,not_aligned,1,0,0.88888889
1048,8_8_8,seq_ABC,filter_l1.00,1.00,0.21000000,0,7,0,,1,0.62666667,1.72125286,0.73584556,1.78073529,not_aligned,1,0,0.66666667
1049,8_8_8,sync,hard,,1.00000000,1,199,1,1,0,0.00000000,0.00000000,0.00000000,0.00000000,S=8,0,0,0.00000000
1049,8_8_8,sync,filter_l0.00,0.00,1.00000000,1,123,1,77,0,0.00000000,0.00000866,0.00000000,0.00008615,S=8,0,0,0.00000000
1049,8_8_8,sync,filter_l0.20,0.20,0.72000000,0,22,0,,1,0.29333333,0.89966461,0.43083848,1.18351663,not_aligned,0,0,0.22222222
1049,8_8_8,sync,filter_l1.00,1.00,0.16000000,0,4,0,,1,0.66000000,1.74886181,0.75886696,1.79821519,not_aligned,0,0,0.00000000
1049,8_8_8,seq_ABC,hard,,1.00000000,1,199,1,1,0,0.00000000,0.00000000,0.00000000,0.00000000,S=8,0,0,0.00000000
1049,8_8_8,seq_ABC,filter_l0.00,0.00,1.00000000,1,123,1,77,0,0.00000000,0.00000866,0.00000000,0.00008615,S=8,0,0,0.00000000
1049,8_8_8,seq_ABC,filter_l0.20,0.20,0.74000000,0,19,0,,1,0.28666667,0.86504394,0.41470772,1.18009454,not_aligned,0,0,0.22222222
1049,8_8_8,seq_ABC,filter_l1.00,1.00,0.31000000,0,7,0,,1,0.62333333,1.67774616,0.72050846,1.75843853,not_aligned,0,0,0.22222222
1050,8_8_8,sync,hard,,1.00000000,1,199,1,1,0,0.00000000,0.00000000,0.00000000,0.00000000,S=8,0,0,0.00000000
1050,8_8_8,sync,filter_l0.00,0.00,0.99000000,1,85,1,115,0,0.02333333,0.05600708,0.03384000,0.06452574,S=8,0,0,0.00000000
1050,8_8_8,sync,filter_l0.20,0.20,0.62000000,0,12,1,199,0,0.35666667,0.98837098,0.47982071,1.21688399,S=8,0,0,0.22222222
1050,8_8_8,sync,filter_l1.00,1.00,0.17000000,0,5,1,198,0,0.68333333,1.77632179,0.76705067,1.77688796,S=8,0,0,0.00000000
1050,8_8_8,seq_ABC,hard,,1.00000000,1,199,1,1,0,0.00000000,0.00000000,0.00000000,0.00000000,S=8,0,0,0.00000000
1050,8_8_8,seq_ABC,filter_l0.00,0.00,1.00000000,1,160,1,40,0,0.02000000,0.04237572,0.02696663,0.05364224,S=8,0,0,0.00000000
1050,8_8_8,seq_ABC,filter_l0.20,0.20,0.61000000,0,10,1,198,0,0.37000000,0.98434778,0.48124742,1.21528066,S=8,0,0,0.00000000
1050,8_8_8,seq_ABC,filter_l1.00,1.00,0.24000000,0,5,0,,1,0.64000000,1.72969714,0.74137358,1.77009728,not_aligned,0,0,0.00000000
1051,8_8_8,sync,hard,,1.00000000,1,199,1,1,0,0.00000000,0.00000000,0.00000000,0.00000000,S=8,1,0,0.00000000
1051,8_8_8,sync,filter_l0.00,0.00,1.00000000,1,169,1,31,0,0.01000000,0.03041262,0.01789430,0.04280321,S=8,1,0,0.00000000
1051,8_8_8,sync,filter_l0.20,0.20,0.64000000,0,11,0,,1,0.22333333,0.73354412,0.35847792,1.06913534,not_aligned,1,0,0.22222222
1051,8_8_8,sync,filter_l1.00,1.00,0.19000000,0,6,0,,1,0.56000000,1.63452894,0.70421990,1.75061774,not_aligned,1,0,0.22222222
1051,8_8_8,seq_ABC,hard,,1.00000000,1,199,1,1,0,0.00000000,0.00000000,0.00000000,0.00000000,S=8,1,0,0.00000000
1051,8_8_8,seq_ABC,filter_l0.00,0.00,1.00000000,1,169,1,31,0,0.01000000,0.03037606,0.01789412,0.04254545,S=8,1,0,0.00000000
1051,8_8_8,seq_ABC,filter_l0.20,0.20,0.69000000,0,12,1,197,0,0.19333333,0.69688246,0.33334467,1.07339660,S=8,1,0,0.00000000
1051,8_8_8,seq_ABC,filter_l1.00,1.00,0.27000000,0,6,0,,1,0.54666667,1.57806785,0.68108203,1.73205026,not_aligned,1,0,2.00000000
1052,8_8_8,sync,hard,,1.00000000,1,199,1,1,0,0.00000000,0.00000000,0.00000000,0.00000000,S=8,0,0,0.00000000
1052,8_8_8,sync,filter_l0.00,0.00,1.00000000,1,174,1,26,0,0.00000000,0.00139011,0.00005235,0.00745911,S=8,1,0,0.00000000
1052,8_8_8,sync,filter_l0.20,0.20,0.59000000,0,9,1,199,0,0.35333333,1.04098327,0.50980462,1.25810920,S=8,1,0,0.22222222
1052,8_8_8,sync,filter_l1.00,1.00,0.18000000,0,4,0,,1,0.64333333,1.71478693,0.73394855,1.77302180,not_aligned,1,0,0.66666667
1052,8_8_8,seq_ABC,hard,,1.00000000,1,199,1,1,0,0.00000000,0.00000000,0.00000000,0.00000000,S=8,0,0,0.00000000
1052,8_8_8,seq_ABC,filter_l0.00,0.00,1.00000000,1,176,1,24,0,0.00000000,0.00053656,0.00000705,0.00352672,S=8,1,0,0.00000000
1052,8_8_8,seq_ABC,filter_l0.20,0.20,0.58000000,0,9,0,,1,0.38000000,1.04629455,0.51441022,1.25666922,not_aligned,1,0,0.00000000
1052,8_8_8,seq_ABC,filter_l1.00,1.00,0.26000000,0,4,1,199,0,0.65333333,1.77686842,0.76118896,1.80270938,S=8,1,0,0.22222222
1053,8_8_8,sync,hard,,1.00000000,1,199,1,1,0,0.00000000,0.00000000,0.00000000,0.00000000,S=8,0,0,0.00000000
1053,8_8_8,sync,filter_l0.00,0.00,1.00000000,1,173,1,27,0,0.00000000,0.00015551,0.00000045,0.00119356,S=8,0,0,0.00000000
1053,8_8_8,sync,filter_l0.20,0.20,0.58000000,0,14,0,,1,0.32000000,0.93279712,0.45444780,1.18891484,not_aligned,0,0,0.88888889
1053,8_8_8,sync,filter_l1.00,1.00,0.21000000,0,5,0,,1,0.59666667,1.63428030,0.71623847,1.76620351,not_aligned,0,0,1.55555556
1053,8_8_8,seq_ABC,hard,,1.00000000,1,199,1,1,0,0.00000000,0.00000000,0.00000000,0.00000000,S=8,0,0,0.00000000
1053,8_8_8,seq_ABC,filter_l0.00,0.00,1.00000000,1,173,1,27,0,0.00000000,0.00015551,0.00000045,0.00119356,S=8,0,0,0.00000000
1053,8_8_8,seq_ABC,filter_l0.20,0.20,0.57000000,0,11,0,,1,0.32000000,0.90681879,0.44115487,1.17442887,not_aligned,0,0,0.88888889
1053,8_8_8,seq_ABC,filter_l1.00,1.00,0.33000000,0,6,0,,1,0.62333333,1.63690676,0.71980300,1.75937686,not_aligned,0,0,1.55555556
1054,8_8_8,sync,hard,,1.00000000,1,199,1,1,0,0.00000000,0.00000000,0.00000000,0.00000000,S=8,0,0,0.00000000
1054,8_8_8,sync,filter_l0.00,0.00,1.00000000,1,186,1,14,0,0.00000000,0.00000004,0.00000000,0.00000059,S=8,1,0,0.00000000
1054,8_8_8,sync,filter_l0.20,0.20,0.70000000,0,13,1,198,0,0.31000000,0.88539615,0.44116891,1.13034005,S=8,1,0,0.00000000
1054,8_8_8,sync,filter_l1.00,1.00,0.24000000,0,5,0,,1,0.61000000,1.66897701,0.72656244,1.76649567,not_aligned,1,0,0.22222222
1054,8_8_8,seq_ABC,hard,,1.00000000,1,199,1,1,0,0.00000000,0.00000000,0.00000000,0.00000000,S=8,0,0,0.00000000
1054,8_8_8,seq_ABC,filter_l0.00,0.00,1.00000000,1,186,1,14,0,0.00000000,0.00000002,0.00000000,0.00000026,S=8,1,0,0.00000000
1054,8_8_8,seq_ABC,filter_l0.20,0.20,0.55000000,0,13,1,199,0,0.38333333,0.96699987,0.49336089,1.16874223,S=8,1,0,0.22222222
1054,8_8_8,seq_ABC,filter_l1.00,1.00,0.21000000,0,4,0,,1,0.61666667,1.65407284,0.71994477,1.75644738,not_aligned,1,0,0.22222222
1055,8_8_8,sync,hard,,1.00000000,1,199,1,1,0,0.00000000,0.00000000,0.00000000,0.00000000,S=8,0,0,0.00000000
1055,8_8_8,sync,filter_l0.00,0.00,1.00000000,1,138,1,62,0,0.00000000,0.00010003,0.00000016,0.00084253,S=8,0,0,0.00000000
1055,8_8_8,sync,filter_l0.20,0.20,0.66000000,0,12,1,196,0,0.30333333,0.87766769,0.43881966,1.15515988,S=8,0,0,0.00000000
1055,8_8_8,sync,filter_l1.00,1.00,0.27000000,0,6,0,,1,0.62333333,1.63921357,0.71501062,1.75481164,not_aligned,0,0,0.00000000
1055,8_8_8,seq_ABC,hard,,1.00000000,1,199,1,1,0,0.00000000,0.00000000,0.00000000,0.00000000,S=8,0,0,0.00000000
1055,8_8_8,seq_ABC,filter_l0.00,0.00,1.00000000,1,138,1,62,0,0.00000000,0.00003737,0.00000002,0.00035428,S=8,0,0,0.00000000
